PID,Lot Area,Lot Config,Neighborhood,Bldg Type,Year Built,Central Air,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,SalePrice
903481120,5160,Corner,IDOTRR,1Fam,1927,Y,1666,1,0,3,4,0,,1,135000
903481130,5160,Inside,IDOTRR,1Fam,1923,Y,892,1,0,1,5,0,,0,70000
903484110,10320,Inside,IDOTRR,2fmCon,1915,Y,1403,1,1,3,7,0,,1,116000
904100190,4280,Inside,Sawyer,1Fam,1946,Y,704,1,0,2,4,0,,1,88750
904301060,10800,Inside,Edwards,Duplex,1987,Y,1200,3,0,3,5,0,,0,179000
904301070,10800,Inside,Edwards,Duplex,1987,Y,1200,3,0,3,5,0,,0,179000
904301100,10547,Inside,Edwards,Duplex,1978,Y,1152,2,0,2,6,0,,1,159900
904301375,10020,Inside,Edwards,1Fam,1922,N,904,0,1,1,4,0,,0,61000
904351200,6629,Inside,Edwards,1Fam,1925,N,1369,2,0,3,6,0,,1,103600
904351240,9780,Inside,Edwards,1Fam,1934,N,1112,2,0,4,6,0,,1,63000
905101260,12886,Inside,Sawyer,1Fam,1963,Y,1464,2,0,3,6,1,TA,2,175000
905101490,8816,Corner,Sawyer,1Fam,1963,Y,1121,1,0,3,5,0,,2,139000
905103040,11184,Inside,Sawyer,1Fam,1978,Y,1683,2,1,3,7,1,TA,2,172500
905103070,11625,Inside,Sawyer,1Fam,1967,Y,1052,1,1,3,6,1,Po,1,113500
905105190,7800,Inside,Sawyer,1Fam,1967,Y,899,1,0,3,5,0,,1,130000
905107310,8014,CulDSac,Sawyer,1Fam,1978,Y,1034,1,0,3,5,1,Fa,2,149900
905108190,7252,CulDSac,Sawyer,1Fam,1982,Y,858,1,0,2,5,0,,2,134900
905108220,8740,Inside,Sawyer,1Fam,1982,Y,860,1,0,2,4,0,,2,137000
905200220,11616,Inside,Sawyer,1Fam,1962,Y,1092,1,0,3,6,1,Po,1,139000
905200260,15400,Inside,Sawyer,1Fam,1961,Y,1774,2,0,4,8,1,TA,1,165000
905200350,15312,Inside,Sawyer,1Fam,1960,Y,1138,1,0,3,6,1,TA,2,148000
905225090,15584,Inside,ClearCr,1Fam,1956,Y,2071,1,1,4,9,1,TA,1,165000
905228050,9000,Corner,Sawyer,1Fam,1947,N,660,1,0,2,5,0,,0,63900
905229040,11250,Inside,ClearCr,1Fam,1957,Y,1788,1,0,5,8,2,TA,1,161500
905325020,25095,Inside,ClearCr,1Fam,1968,Y,1473,1,0,1,5,2,Gd,1,143000
905377010,17140,Inside,Edwards,1Fam,1956,Y,1229,1,0,3,6,0,,1,135000
905377130,12342,Inside,Edwards,1Fam,1940,Y,861,1,0,1,4,0,,2,82500
905401100,10708,Inside,ClearCr,1Fam,1955,Y,1867,1,0,2,7,3,Gd,1,190000
905402060,13680,CulDSac,Edwards,1Fam,1955,Y,1733,2,0,4,8,1,Gd,2,139600
905402070,15635,CulDSac,Edwards,1Fam,1954,Y,1383,1,0,2,6,0,,2,122000
905450020,9855,Corner,Edwards,1Fam,1956,Y,1689,1,0,3,7,1,Gd,2,127500
905451300,9571,Inside,Edwards,1Fam,1956,Y,1073,1,0,2,5,0,,1,121500
905451340,9571,Inside,Edwards,1Fam,1958,Y,1276,1,0,3,5,0,,1,60000
905452040,9350,Inside,Edwards,1Fam,1946,Y,1639,1,1,3,6,1,Gd,1,154400
905452050,9340,Inside,Edwards,1Fam,1941,Y,672,1,0,2,4,0,,1,113000
905475160,7440,Inside,Edwards,1Fam,1954,Y,1089,1,0,3,5,1,Gd,1,125000
905475500,11500,CulDSac,Edwards,1Fam,1957,N,845,1,0,3,5,0,,1,84000
905476230,4235,Inside,Edwards,TwnhsE,1984,Y,1049,2,0,2,5,0,,1,139500
905478030,11409,Inside,Edwards,1Fam,1949,Y,1716,1,1,3,8,1,Gd,1,131000
905480030,9060,Inside,Edwards,1Fam,1939,Y,1258,1,0,2,6,0,,1,105000
905480210,9084,Inside,Edwards,1Fam,1940,Y,1510,1,0,4,7,1,Gd,1,108000
906201021,10778,Inside,SawyerW,1Fam,1990,Y,1061,1,1,1,4,0,,2,162000
906201050,19255,Inside,SawyerW,1Fam,1983,Y,1338,1,1,2,5,1,Po,2,156500
906201130,12327,Inside,SawyerW,1Fam,1983,Y,2132,1,1,1,5,1,Gd,2,316600
906203120,14684,CulDSac,SawyerW,1Fam,1990,Y,2196,2,0,3,7,1,TA,3,271900
906223060,9317,Inside,SawyerW,1Fam,1993,Y,1775,2,1,3,7,1,TA,2,213000
906223080,10560,Corner,SawyerW,1Fam,1993,Y,1879,2,1,3,8,1,TA,2,239900
906223210,9828,Inside,SawyerW,1Fam,1995,Y,2020,2,1,3,8,1,TA,2,239500
906226060,26400,FR2,SawyerW,1Fam,1880,Y,2016,1,0,4,7,1,TA,2,131000
906226070,7018,Inside,SawyerW,Duplex,1979,Y,1535,2,0,4,8,0,,2,118964
906226080,7018,Inside,SawyerW,Duplex,1979,Y,1224,0,2,2,6,2,TA,2,153337
906226090,7018,Inside,SawyerW,Duplex,1979,Y,2228,2,0,6,8,0,,2,147983
906226100,7018,Inside,SawyerW,Duplex,1979,Y,1535,2,0,4,8,0,,2,118858
906226110,7018,Inside,SawyerW,Duplex,1979,Y,1535,2,0,4,8,0,,2,118858
906226120,7018,Inside,SawyerW,Duplex,1979,Y,2240,2,0,6,12,0,,2,142953
906226130,7040,Inside,SawyerW,Duplex,1979,Y,1229,0,2,2,6,2,TA,2,148325
906226140,7007,Inside,SawyerW,Duplex,1979,Y,1513,2,0,4,8,0,,2,113722
906230010,11855,Inside,SawyerW,Duplex,2000,Y,2787,4,2,6,8,2,TA,4,269500
906230020,7939,Inside,SawyerW,Duplex,2000,Y,2787,4,2,6,8,2,TA,4,269500
906230030,7976,Inside,SawyerW,Duplex,2000,Y,2787,4,2,6,8,2,TA,4,269500
906340100,10933,Inside,CollgCr,1Fam,2009,Y,1680,1,1,1,8,1,Gd,3,323262
906340110,10637,Inside,CollgCr,1Fam,2007,Y,1718,2,0,3,7,1,Gd,3,297000
906340120,10226,Inside,CollgCr,1Fam,2008,Y,1630,2,0,3,8,1,Gd,3,295493
906340130,10816,Inside,CollgCr,1Fam,2008,Y,1720,2,0,3,8,1,Gd,3,332000
906378110,9178,Inside,CollgCr,1Fam,2008,Y,1468,2,0,3,6,1,Gd,3,239900
906380050,10769,Inside,CollgCr,1Fam,2007,Y,1768,2,1,3,7,0,,2,212000
906380060,11422,Inside,CollgCr,1Fam,2007,Y,1838,2,0,3,7,2,Gd,2,272500
906380100,11923,Corner,CollgCr,1Fam,2007,Y,1800,2,0,2,7,0,,2,239000
906380130,8814,Inside,CollgCr,1Fam,2006,Y,1604,2,1,3,8,1,Gd,2,220000
906380210,6762,Inside,CollgCr,1Fam,2007,Y,1290,2,0,2,6,1,Gd,2,200000
906380220,10324,Corner,CollgCr,1Fam,2008,Y,1254,2,0,2,5,0,,3,221800
906392070,7314,Inside,CollgCr,1Fam,2007,Y,1232,2,0,2,6,0,,2,194500
906392110,11645,Inside,CollgCr,1Fam,2005,Y,1498,2,0,3,7,1,Gd,3,237000
906392130,11646,Inside,CollgCr,1Fam,2005,Y,1422,2,1,3,7,1,Gd,2,173000
906402060,12800,Inside,SawyerW,1Fam,1989,Y,1644,2,0,2,5,1,TA,2,275000
906426210,16698,CulDSac,ClearCr,1Fam,1992,Y,1759,2,1,3,7,1,TA,2,233500
906475070,28698,CulDSac,ClearCr,1Fam,1967,Y,2126,2,1,3,7,0,,2,185000
907126010,12464,Corner,CollgCr,1Fam,1996,Y,1040,1,0,3,6,0,,2,152000
907126050,9757,Inside,CollgCr,1Fam,1994,Y,990,1,0,3,5,0,,1,143000
907130100,15426,Inside,CollgCr,1Fam,1997,Y,1764,2,1,3,7,0,,2,231500
907131090,10667,CulDSac,CollgCr,1Fam,1996,Y,1661,2,1,3,6,1,TA,2,212000
907131190,14753,Inside,CollgCr,1Fam,1998,Y,1463,2,0,3,5,0,,2,207000
907135040,10859,Corner,CollgCr,1Fam,1994,Y,1097,1,1,3,6,0,,2,145000
907135170,8072,Inside,CollgCr,1Fam,1994,Y,990,1,0,3,5,0,,2,138000
907175100,10400,Corner,CollgCr,1Fam,1998,Y,1779,2,1,3,6,0,,2,197900
907180130,10335,Inside,CollgCr,1Fam,1999,Y,1501,2,0,3,6,0,,2,204000
907181100,9017,Inside,CollgCr,1Fam,1999,Y,1431,2,0,3,6,0,,2,192000
907185050,8750,Inside,CollgCr,1Fam,1998,Y,1772,2,1,3,7,1,TA,2,200000
907192030,8935,Inside,CollgCr,1Fam,2002,Y,1660,2,1,3,7,0,,2,195000
907192090,9808,Inside,CollgCr,1Fam,2002,Y,1573,2,0,3,6,0,,2,227000
907194010,12420,Inside,CollgCr,1Fam,2001,Y,1840,2,1,3,6,0,,2,230000
907194110,16285,Inside,CollgCr,1Fam,2001,Y,1430,2,0,3,6,0,,2,187100
907194160,10739,Inside,CollgCr,1Fam,2002,Y,1444,2,0,3,6,0,,2,203000
907196060,11166,Inside,CollgCr,1Fam,2001,Y,1492,2,0,3,6,1,TA,2,201000
907200230,8430,Inside,CollgCr,1Fam,1978,Y,1040,2,0,3,5,0,,0,124000
907201220,16269,CulDSac,CollgCr,1Fam,1978,Y,907,1,0,3,5,0,,1,140000
907201280,6950,Inside,CollgCr,1Fam,1979,Y,914,1,0,2,5,0,,2,134900
907202050,8800,Inside,CollgCr,1Fam,1977,Y,1040,2,0,3,5,0,,2,150500
907202080,7000,CulDSac,CollgCr,1Fam,1978,Y,864,1,0,3,6,0,,1,136500
907202130,9286,CulDSac,CollgCr,1Fam,1977,Y,1268,1,1,3,5,0,,1,143500
907227030,15523,CulDSac,CollgCr,1Fam,1972,Y,864,1,0,3,5,1,Fa,1,133500
907227080,7200,Inside,CollgCr,1Fam,1972,Y,894,1,0,2,6,0,,2,123000
907227110,7200,Inside,CollgCr,1Fam,1972,Y,768,1,0,2,5,0,,1,133900
907227290,8445,Corner,CollgCr,1Fam,1972,Y,768,1,0,2,5,0,,2,133000
907250070,11664,Corner,CollgCr,1Fam,2002,Y,1611,2,0,3,6,0,,3,250000
907252060,12334,Inside,CollgCr,1Fam,2003,Y,2184,2,1,4,8,1,Gd,2,254750
907252210,11838,Inside,CollgCr,1Fam,2001,Y,1788,2,0,3,7,1,TA,2,236500
907252220,11885,Inside,CollgCr,1Fam,2001,Y,1872,2,1,3,7,1,TA,2,261500
907253130,11050,Inside,CollgCr,1Fam,2000,Y,2153,2,1,3,8,2,Ex,3,313000
907260030,8749,Inside,CollgCr,1Fam,2002,Y,1725,2,1,3,6,0,,2,198500
907265010,11250,Corner,CollgCr,1Fam,2001,Y,1870,2,1,3,6,0,,2,211000
907275010,15750,FR3,CollgCr,1Fam,1999,Y,1513,2,0,2,5,1,TA,2,220000
907275090,11883,Inside,CollgCr,1Fam,1996,Y,1504,2,0,3,6,1,TA,2,203000
907275140,12782,Inside,CollgCr,1Fam,2002,Y,1828,2,0,3,7,1,Gd,2,279500
907280170,8750,Inside,CollgCr,1Fam,1997,Y,1417,2,0,3,7,1,TA,2,210000
907285020,9375,Inside,CollgCr,1Fam,1997,Y,2034,2,1,3,8,0,,2,219500
907285050,8750,Inside,CollgCr,1Fam,1996,Y,1716,2,1,2,7,1,TA,2,191000
907290070,9100,Inside,CollgCr,1Fam,2001,Y,1212,2,0,3,6,0,,2,178000
907290090,9750,Inside,CollgCr,1Fam,2000,Y,1630,2,0,3,6,1,TA,2,213000
907290180,4435,Inside,CollgCr,TwnhsE,2003,Y,848,1,0,1,4,0,,2,144000
907290210,4435,Inside,CollgCr,TwnhsE,2003,Y,848,1,0,1,4,0,,2,140000
907410130,10200,Inside,CollgCr,1Fam,2007,Y,1602,2,0,3,7,1,Gd,3,293200
907412020,9313,Inside,CollgCr,1Fam,2004,Y,1728,2,1,3,7,0,,2,190000
907414020,8487,FR2,CollgCr,1Fam,2004,Y,1500,2,0,3,6,0,,2,190000
907414080,8633,FR2,CollgCr,1Fam,2005,Y,1476,2,1,3,7,0,,2,173500
907420040,11069,Corner,CollgCr,1Fam,2007,Y,1396,2,1,3,6,1,Gd,2,170000
908102050,8777,Inside,Edwards,1Fam,1949,Y,1126,2,0,2,5,0,,2,108000
908102270,9937,Corner,Edwards,1Fam,1964,Y,1486,1,0,3,7,0,,2,167000
908102290,8877,Inside,Edwards,1Fam,1938,Y,816,1,0,2,3,1,Gd,1,100000
908128060,7301,Corner,Edwards,1Fam,2003,Y,1922,3,0,4,7,1,Ex,2,198500
908151050,7950,Corner,Edwards,1Fam,1977,Y,1426,1,1,3,6,0,,2,159500
908152035,10682,Inside,Edwards,1Fam,1960,Y,1149,1,0,3,7,0,,1,127000
908152100,7200,Inside,Edwards,1Fam,1976,Y,1125,1,0,3,6,1,Fa,1,125000
908154040,13286,Inside,Edwards,1Fam,2007,Y,1698,2,0,3,8,1,Gd,3,320000
908186080,3675,Inside,Edwards,TwnhsE,2005,Y,1072,1,0,2,5,0,,2,145500
908201040,9405,Inside,Edwards,1Fam,1947,Y,698,1,0,2,4,0,,0,118000
908203090,6410,Inside,Edwards,1Fam,1959,Y,876,1,0,3,5,0,,1,85000
908225290,11767,Inside,Edwards,1Fam,1950,Y,1368,1,0,3,6,0,,1,120000
908225370,8405,Inside,Edwards,1Fam,1945,N,1529,2,0,4,9,0,,1,98000
908229020,4060,Corner,Edwards,1Fam,1922,Y,864,1,0,2,4,0,,0,99900
908250030,10206,Corner,Edwards,1Fam,1952,N,944,1,0,2,4,0,,2,82000
908275040,10926,Inside,Edwards,Duplex,1959,Y,1678,2,0,6,10,0,,0,119900
908275110,11767,Inside,Edwards,1Fam,1956,Y,1560,1,0,2,7,1,TA,1,103500
908276150,8926,Corner,Edwards,1Fam,1956,Y,960,1,0,3,5,0,,1,112000
909101010,12354,Corner,Edwards,1Fam,1920,Y,1196,1,0,3,7,0,,2,110000
909101100,8212,Inside,Edwards,1Fam,1941,Y,1298,1,0,3,6,2,Gd,1,122000
909101140,10998,Inside,Edwards,1Fam,1941,Y,1604,2,0,3,6,0,,2,117000
909129090,6300,Corner,SWISU,1Fam,1938,Y,1268,1,1,3,7,2,Gd,1,160000
909129100,4500,Inside,SWISU,1Fam,1932,Y,1520,1,0,3,6,0,,1,159434
909175080,8400,Inside,SWISU,1Fam,1920,N,438,1,0,1,3,0,,1,60000
909178160,9900,Inside,SWISU,1Fam,1940,Y,1489,2,0,3,7,1,Gd,1,139500
909179020,15863,Corner,SWISU,1Fam,1920,Y,3082,2,1,5,12,2,TA,2,197000
909250080,5707,Inside,SWISU,1Fam,1935,Y,1242,1,1,3,6,1,Gd,1,105000
909250220,7804,Inside,SWISU,1Fam,1928,Y,1981,2,0,4,7,2,TA,2,135000
909251050,8574,Inside,Crawfor,1Fam,1916,Y,1232,1,0,3,6,1,Gd,2,147500
909251170,6171,Inside,SWISU,1Fam,1925,Y,1608,2,1,3,7,1,Gd,1,137450
909252020,7200,Inside,SWISU,1Fam,1936,Y,1135,1,0,3,6,0,,2,155000
909253010,7558,Inside,Crawfor,1Fam,1928,Y,1913,1,1,3,9,1,TA,2,177000
909253180,6292,Inside,SWISU,1Fam,1928,Y,1477,2,0,3,6,1,Gd,1,145000
909254010,7155,Inside,Crawfor,1Fam,1918,Y,1228,1,0,3,6,1,Gd,1,137000
909257050,10918,Inside,Crawfor,1Fam,1926,Y,2080,1,1,3,9,2,Gd,1,234000
909275080,13680,Inside,Crawfor,1Fam,1940,Y,1567,1,1,2,6,2,TA,2,205000
909276110,7500,Inside,Crawfor,1Fam,1942,Y,1494,1,0,3,7,2,Gd,1,177500
909276200,9600,Inside,Crawfor,1Fam,1940,Y,1308,1,1,2,7,2,TA,1,160000
909277090,14680,Inside,Crawfor,1Fam,1960,Y,1273,1,0,2,5,0,,1,155000
909277100,13360,Inside,Crawfor,1Fam,1921,Y,964,1,0,2,5,0,,2,163500
909278020,7681,FR2,Crawfor,1Fam,1921,Y,1343,1,1,3,7,1,Gd,1,154900
909279010,8145,Corner,Crawfor,Duplex,1940,Y,2480,2,1,5,13,2,Gd,2,205000
909282130,9100,Inside,Crawfor,1Fam,1954,Y,1112,1,0,2,6,1,Gd,1,144800
909425060,12000,Inside,Crawfor,1Fam,1941,Y,1564,1,1,3,7,1,Gd,1,174500
909425130,13339,Inside,Crawfor,1Fam,1960,Y,1561,2,0,3,6,1,Gd,2,193000
909426090,15600,Inside,Crawfor,1Fam,1949,N,1523,2,0,3,7,1,TA,1,158000
909427200,14000,Inside,Crawfor,1Fam,1950,Y,1152,1,0,3,6,1,Gd,1,158500
909428240,17500,Corner,Crawfor,1Fam,1954,Y,1906,1,1,3,6,2,Gd,2,224000
909451040,1733,Inside,Blueste,Twnhs,1980,Y,1032,1,0,2,5,1,TA,2,115000
909451100,1488,Inside,Blueste,TwnhsE,1980,Y,1229,1,1,2,5,1,TA,2,137000
909451140,1612,Inside,Blueste,Twnhs,1980,Y,1229,1,1,2,5,1,TA,2,121000
909451180,1300,Inside,Blueste,TwnhsE,1980,Y,1229,1,1,2,5,1,TA,2,124000
909452050,13607,Inside,Crawfor,1Fam,1986,Y,1982,2,1,3,6,1,TA,2,208000
909475040,17597,Inside,Crawfor,1Fam,1971,Y,2365,2,0,3,7,2,Gd,2,315000
909475300,21695,Corner,Crawfor,1Fam,1988,Y,1680,2,0,3,5,1,Gd,2,222000
910202070,10690,Inside,IDOTRR,1Fam,1920,Y,1344,1,0,3,6,0,,1,147000
910204050,8660,Inside,IDOTRR,1Fam,1900,N,2168,2,0,5,11,0,,2,123000
910205020,6402,Corner,IDOTRR,1Fam,1920,N,1192,1,0,3,6,0,,1,78000
911103050,8470,Corner,IDOTRR,1Fam,1915,N,1526,1,0,2,6,0,,0,85000
911104060,10200,Inside,IDOTRR,1Fam,1925,N,572,1,0,2,4,0,,1,75000
911370500,3843,Inside,Crawfor,TwnhsE,2007,Y,1648,2,0,2,5,1,Gd,2,230000
912251110,21780,Inside,IDOTRR,1Fam,1910,N,810,1,0,1,4,0,,1,57625
914465020,10125,Inside,Mitchel,1Fam,2000,Y,2052,2,1,3,7,1,TA,3,251000
914465040,12822,CulDSac,Mitchel,1Fam,2003,Y,2149,1,1,1,6,1,Ex,2,239686
914465055,12118,CulDSac,Mitchel,1Fam,2004,Y,1710,2,0,3,7,1,Gd,2,240000
914474070,12209,CulDSac,Mitchel,1Fam,2001,Y,1961,2,1,3,7,1,TA,2,215000
914475010,9750,Inside,Mitchel,1Fam,1977,Y,926,1,0,2,5,1,TA,1,156450
914475030,9360,Inside,Mitchel,1Fam,1977,Y,1287,1,1,2,5,2,Fa,2,173000
914476020,10125,Inside,Mitchel,Duplex,1977,Y,1734,2,0,4,8,0,,2,126000
914476380,9947,CulDSac,Mitchel,1Fam,1990,Y,1217,2,0,3,6,0,,2,173000
914476430,11070,Inside,Mitchel,1Fam,1991,Y,1595,2,0,2,5,0,,2,152000
916176030,14375,CulDSac,Timber,1Fam,1958,Y,1344,1,0,3,7,1,Gd,2,137500
916176125,215245,Inside,Timber,1Fam,1965,Y,2036,2,0,3,8,2,Gd,2,375000
916380070,12898,Inside,Timber,1Fam,2007,Y,1620,2,0,2,6,1,Ex,3,315500
916382010,13159,Corner,Timber,1Fam,2009,Y,1692,2,1,3,6,0,,2,224500
916382100,13438,Corner,Timber,1Fam,2008,Y,2036,2,0,3,9,1,Ex,3,410000
916382110,14463,Corner,Timber,1Fam,2008,Y,1641,2,0,3,7,0,,3,316500
916386140,8925,Inside,Timber,1Fam,2007,Y,1466,2,0,3,7,0,,3,201000
916403010,11457,Corner,Timber,1Fam,1988,Y,1412,2,0,3,6,1,TA,2,175000
916403200,9839,CulDSac,Timber,1Fam,1980,Y,2237,2,1,3,7,1,TA,2,204000
916403250,14419,Corner,Timber,1Fam,1987,Y,1479,2,1,3,7,1,Fa,2,213500
916455070,6853,Inside,Timber,1Fam,2001,Y,1296,2,0,2,6,0,,2,220000
916460110,9157,Corner,Timber,1Fam,2003,Y,2014,2,1,3,9,0,,2,170000
916475040,14601,Inside,Timber,1Fam,2006,Y,1838,2,0,2,8,1,Gd,3,315000
921128050,12633,Inside,Timber,1Fam,2007,Y,1978,2,0,2,7,1,Gd,3,425000
923201100,12518,Inside,Mitchel,1Fam,1968,Y,1008,1,0,3,6,0,,1,139500
923202060,21750,Inside,Mitchel,1Fam,1960,Y,1771,1,0,3,9,1,TA,2,115000
923203110,4500,FR2,Mitchel,TwnhsE,1998,Y,1204,2,0,2,5,0,,2,162000
923203190,4500,FR2,Mitchel,TwnhsE,1999,Y,1224,2,0,2,5,0,,2,165000
923225360,1596,Inside,MeadowV,Twnhs,1973,Y,988,1,0,2,5,0,,1,91000
923225490,9858,Inside,Mitchel,1Fam,1968,Y,874,1,0,3,5,0,,1,130000
923226270,1526,Inside,MeadowV,Twnhs,1970,Y,630,1,0,1,3,0,,1,86000
923227080,13383,Inside,Mitchel,1Fam,1969,Y,1404,2,0,3,7,1,Po,2,160000
923228110,1477,Inside,MeadowV,TwnhsE,1970,Y,630,1,0,1,3,0,,1,80000
923228150,1533,Inside,MeadowV,Twnhs,1970,Y,1344,1,1,3,6,1,TA,0,97000
923228230,2217,Inside,MeadowV,TwnhsE,1970,Y,1092,1,1,3,6,0,,1,88000
923230200,7689,Inside,Mitchel,1Fam,1972,Y,796,1,0,2,4,0,,1,131900
923252075,7706,Inside,Mitchel,1Fam,1993,Y,1091,1,0,2,5,0,,1,131250
923275040,9101,Corner,Mitchel,1Fam,1978,Y,1110,1,0,1,4,1,TA,2,165500
923275140,8780,Corner,Mitchel,1Fam,1985,Y,833,1,0,3,5,0,,0,112000
923276260,7669,Inside,Mitchel,1Fam,1992,Y,883,1,0,2,5,1,Fa,2,149000
923400025,14115,Inside,Mitchel,1Fam,1993,Y,1362,1,1,1,5,0,,2,143000
923400110,10429,Inside,Mitchel,1Fam,1992,Y,1287,1,1,3,6,0,,2,130000
924100040,9819,Inside,Mitchel,1Fam,1977,Y,1567,2,0,2,5,2,TA,2,196000
924100060,10457,Inside,Mitchel,1Fam,1969,Y,1632,1,1,4,7,1,TA,2,173000
526351030,11029,Corner,NAmes,1Fam,1958,Y,1414,1,0,3,6,1,TA,2,176500
526353050,12925,Corner,NAmes,1Fam,1970,Y,2117,2,1,4,7,2,Gd,2,237500
526354070,11075,Inside,NAmes,1Fam,1969,Y,2112,2,1,4,9,2,Gd,2,206900
527105050,8702,Inside,Gilbert,1Fam,1997,Y,1604,2,1,3,7,1,TA,2,187500
527106050,8139,Inside,Gilbert,1Fam,1995,Y,1470,2,1,3,7,1,TA,2,165000
527106140,9535,Inside,Gilbert,1Fam,1998,Y,1604,2,1,3,7,0,,2,195500
527106150,9042,Inside,Gilbert,1Fam,1998,Y,1638,2,1,3,7,2,TA,2,192000
527107010,15038,Corner,Gilbert,1Fam,1996,Y,1636,2,1,3,7,1,TA,2,173000
527107090,14137,Inside,Gilbert,1Fam,1996,Y,1384,2,0,3,7,0,,2,177900
527107210,21872,FR2,Gilbert,1Fam,1996,Y,1446,2,1,3,6,1,TA,2,175000
527127140,4923,Inside,StoneBr,TwnhsE,2001,Y,1593,1,1,0,5,1,Gd,2,286000
527131110,6264,Corner,StoneBr,1Fam,1997,Y,1682,1,1,1,6,1,TA,2,247900
527140090,5395,Inside,StoneBr,TwnhsE,1993,Y,1337,2,0,2,5,1,TA,2,180000
527145090,5070,Inside,StoneBr,TwnhsE,1992,Y,1280,2,0,2,5,0,,2,180000
527161010,10839,Corner,Gilbert,1Fam,1997,Y,1604,2,1,3,7,1,TA,2,181000
527162180,11184,Corner,Gilbert,1Fam,1998,Y,1633,2,1,3,7,1,TA,2,183000
527163100,8000,Inside,Gilbert,1Fam,1995,Y,1658,2,1,3,8,1,TA,2,188000
527164120,10832,Corner,Gilbert,1Fam,1994,Y,1895,2,1,3,7,1,TA,2,194500
527165010,14067,FR3,Gilbert,1Fam,1991,Y,1709,2,1,3,7,0,,2,185000
527183030,4671,Inside,StoneBr,TwnhsE,1988,Y,1228,2,0,2,5,1,Gd,2,189000
527183060,5950,Inside,StoneBr,TwnhsE,1989,Y,1337,2,0,2,5,1,TA,2,188500
527208010,13543,Corner,StoneBr,1Fam,2005,Y,2500,3,1,5,9,1,Gd,3,355000
527212050,11198,Inside,StoneBr,1Fam,2005,Y,2504,2,1,4,11,1,Gd,3,325000
527214030,15401,CulDSac,StoneBr,1Fam,2004,Y,1884,2,0,2,7,1,Gd,3,387000
527226020,31220,FR2,Gilbert,1Fam,1952,Y,1474,1,0,3,7,2,Gd,2,115000
527252080,8118,Inside,StoneBr,TwnhsE,2007,Y,1710,2,0,2,6,1,Gd,2,334000
527276040,47280,Inside,Gilbert,1Fam,1950,Y,1488,2,1,3,6,1,TA,2,133000
527301170,20544,CulDSac,NWAmes,1Fam,1986,Y,2093,2,1,3,7,1,TA,2,215000
527301245,12680,Inside,NWAmes,1Fam,1988,Y,1688,2,0,2,6,1,Ex,2,226500
527302050,12090,Inside,NWAmes,1Fam,1981,Y,1422,2,0,3,7,1,TA,2,175500
527302070,10825,Inside,NWAmes,1Fam,1983,Y,1260,2,0,3,6,0,,2,181900
527302185,18559,CulDSac,NWAmes,1Fam,1978,Y,2064,2,0,3,7,2,Fa,2,235000
527302210,14450,Inside,NWAmes,1Fam,1979,Y,1782,2,0,3,6,1,TA,2,220000
527325070,12227,Corner,NWAmes,1Fam,1977,Y,2872,2,1,4,11,1,TA,2,272000
527325240,13068,Corner,NWAmes,1Fam,1976,Y,1211,2,0,3,6,1,Po,2,161000
527326130,15611,Corner,NWAmes,1Fam,1977,Y,1126,2,0,3,6,0,,2,175000
527354160,10400,Inside,NWAmes,1Fam,1980,Y,2044,2,1,3,7,1,TA,2,185000
527357110,9743,Inside,NWAmes,1Fam,1969,Y,1308,1,1,3,7,0,,2,146900
527357180,12511,Corner,NWAmes,1Fam,1978,Y,2840,2,1,4,8,2,Gd,4,292500
527358120,11361,Inside,NWAmes,1Fam,1976,Y,1523,2,0,3,7,1,TA,2,180000
527359030,10400,Inside,NWAmes,1Fam,1976,Y,1444,2,0,2,5,1,Gd,2,159900
527359070,10480,Inside,NWAmes,1Fam,1976,Y,1964,2,1,4,8,1,Gd,2,205000
527378020,10000,Inside,NWAmes,1Fam,1973,Y,1178,1,1,3,5,1,Fa,2,157000
527380240,14311,FR3,NWAmes,1Fam,1996,Y,2340,2,1,4,9,1,Gd,3,306000
527401130,9000,FR2,NAmes,Duplex,1974,Y,1792,2,2,4,8,0,,2,133000
527402060,9750,FR2,NAmes,1Fam,1969,Y,1054,1,1,3,6,0,,2,151000
527402130,10295,FR2,NAmes,1Fam,1969,Y,936,1,0,2,4,0,,1,111900
527403360,7560,Inside,NAmes,1Fam,1971,Y,864,1,0,3,5,0,,2,123000
527425035,12735,FR2,NAmes,1Fam,1972,Y,864,1,0,3,5,0,,2,111250
527427110,4060,Inside,NAmes,TwnhsE,1998,Y,1337,2,0,2,5,0,,2,181000
527450110,1680,Inside,BrDale,Twnhs,1973,Y,987,1,1,2,5,0,,1,103400
527450250,1680,Inside,BrDale,Twnhs,1973,Y,987,1,1,2,5,0,,1,100000
527450520,1890,Inside,BrDale,Twnhs,1972,Y,987,1,1,2,5,0,,1,100500
527451060,1869,Inside,BrDale,Twnhs,1970,Y,987,1,1,2,5,0,,1,106000
527451290,1680,Inside,BrDale,Twnhs,1971,Y,987,1,1,2,4,0,,1,85400
527451400,1680,Inside,BrDale,TwnhsE,1971,Y,987,1,1,2,5,0,,1,89500
527451550,1680,Inside,BrDale,Twnhs,1972,Y,1302,2,1,3,6,0,,1,111750
